the,1463
a,571
to,519
and,479
belle,396
of,287
in,258
-,254
you,246
his,235
--,226
beast,226
as,223
i,200
is,200
gaston,192
he,191
her,180
she,177
on,171
maurice,165
(cont'd),142
with,140
castle,131
it,122
lumiÈre,108
at,106
mrs.,102
cogsworth,102
up,100
we,99
but,99
that,97
potts,92
from,86
into,84
lefou,84
night,79
for,79
it's,77
int.,75
be,75
down,71
my,70
this,69
me,68
out,66
your,65
him,65
looks,60
by,59
like,59
ext.,59
one,58
all,58
back,56
have,55
no,55
lumière,55
not,54
are,54
what,53
an,53
just,53
see,53
then,51
they,50
through,47
can,45
so,44
i'm,44
there,44
village,42
now,40
our,40
will,39
has,39
do,38
chip,38
day,37
who,37
belle's,37
beast's,37
plumette,37
door,36
turns,36
villagers,36
eyes,36
prince,35
oh,35
garderobe,35
when,34
if,34
onto,33
around,33
their,33
don't,32
never,31
off,31
him.,31
which,30
cadenza,29
sees,29
he's,28
go,28
old,28
only,28
love,27
come,26
been,26
them,25
room,24
open,24
girl,24
was,24
philippe,24
time,24
over,24
away,23
look,23
us,23
she's,23
moves,23
where,23
well,22
rose,22
west,22
her.,22
before,22
how,22
more,22
good,21
too,21
staff,21
know,21
find,21
hand,20
did,20
that's,20
get,20
ever,20
must,20
i'll,20
say,20
i've,20
foyer,19
beautiful,19
about,19
want,19
wolves,19
jean,19
it.,19
takes,19
there's,19
turn,18
belle.,18
ballroom,18
music,18
another,18
doesn't,18
head,18
father,18
door.,18
woods,17
castle.,17
chapeau,17
begins,17
wing,17
you're,17
yes,17
long,16
still,16
way,16
very,16
here,16
you.,16
had,16
light,16
reaches,16
book,16
tea,15
after,15
past,15
beast.,15
across,15
dining,15
himself,15
help,15
reveal,15
could,15
something,15
face,15
(v.o.),15
suddenly,15
little,15
back.,15
staircase,14
thank,14
let,14
omitted,14
me.,14
mob,14
toward,14
drops,14
froufrou,14
much,14
days,14
take,14
table.,14
can't,14
narrator,14
again,14
its,14
clothilde,14
mother,14
out.,14
kill,14
most,14
makes,14
place,14
would,13
(o.s.),13
think,13
beast!,13
right,13
human,13
opens,13
outside,13
why,13
than,13
got,13
lair,13
small,13
some,13
evening,13
steps,13
eyes.,13
master,13
every,13
runs,13
other,13
until,13
grabs,13
watches,13
guest!,13
move,13
stands,13
climbs,13
each,12
tell,12
(to,12
up.,12
grounds,12
leaps,12
window,12
dark,12
face.,12
we're,12
wagon,12
jumps,12
coming,12
candelabra,12
terrace,12
beauty,12
angle,12
table,12
goes,12
tom,11
moment,11
finally,11
bedroom,11
landing,11
hands,11
am,11
while,11
or,11
gaston's,11
staircase.,11
again.,11
mirror,11
villeneuve,11
notices,11
pulls,11
room.,11
morning,11
sun,11
away.,11
stone,11
who's,11
time.,10
feet,10
me!,10
feel,10
make,10
gazes,10
holds,10
leave,10
cottage,10
might,10
enchanted,10
dick,10
approaches,10
lands,10
nods,10
rose.,10
life,10
chip.,10
even,10
arms,10
pere,10
lasses,10
inside,10
gaston.,10
doors,10
first,10
you'll,10
any,10
rest,10
large,10
once,10
same,9
making,9
try,9
floor,9
picks,9
two,9
does,9
kitchen,9
glass,9
stop,9
isn't,9
places,9
coat,9
hear,9
wife,9
puts,9
last,9
them.,9
mirror.,9
balcony,9
close,9
monsieur,9
clock,9
those,9
set,9
turret,9
dinner,9
there.,9
figure,9
sits,9
really,9
off.,8
were,8
thing,8
smiles,8
going,8
smile.,8
under,8
d'arque,8
club,8
wolf,8
lost,8
rushes,8
because,8
guest,8
need,8
end,8
philippe's,8
remains,8
town,8
agathe,8
give,8
surrounded,8
own,8
lights,8
chip!,8
...,8
passes,8
robert,8
people,8
spins,8
tight,8
petal,8
sorry,8
thought,8
arm,8
leaving,8
front,8
world,8
falls,8
behind,8
woman,7
top,7
prince's,7
watch,7
starts,7
washer,7
means,7
man,7
may,7
above,7
ground.,7
least,7
against,7
shoulder,7
down.,7
