belle,466
beast,298
gaston,227
maurice,179
castle,151
cont'd,142
cogsworth,114
up,113
lumiÈre,109
mrs,102
potts,101
lefou,95
night,83
out,82
down,81
int,76
back,75
one,73
lumière,68
looks,63
ext,60
see,59
door,56
chip,56
eyes,49
through,48
now,47
prince,45
i'm,44
village,44
day,43
go,43
philippe,43
plumette,43
oh,41
garderobe,41
turns,39
villagers,39
room,36
away,36
rose,35
time,35
don't,34
cadenza,34
around,34
onto,33
love,33
never,33
face,33
father,32
girl,31
old,30
sees,30
look,29
come,29
before,29
over,28
table,28
open,27
hand,26
know,26
yes,26
again,26
more,26
staircase,25
well,25
beautiful,25
staff,25
wing,25
guest,23
moves,23
good,22
west,22
still,22
woods,22
another,22
way,22
head,22
wolves,22
find,22
ballroom,21
music,20
here,20
mirror,20
jean,20
takes,20
i'll,20
i've,20
turn,19
foyer,19
begins,19
want,19
light,19
wagon,19
master,19
something,19
tea,18
right,18
hands,18
agathe,18
window,18
doesn't,18
life,18
help,18
chapeau,18
mother,18
book,18
past,17
opens,17
long,17
reveal,17
much,17
you're,17
turret,17
mob,16
himself,16
drops,16
very,16
froufrou,16
lair,16
take,16
reaches,16
can't,16
clothilde,16
beauty,16
little,16
dinner,16
omitted,15
human,15
grounds,15
leave,15
dining,15
days,15
coming,15
candelabra,15
clock,15
suddenly,15
place,15
thank,14
landing,14
toward,14
stop,14
approaches,14
maestro,14
wife,14
dark,14
small,14
evening,14
narrator,14
runs,14
kill,14
move,14
stands,14
makes,14
once,14
moment,13
think,13
tell,13
smiles,13
finally,13
dog,13
feet,13
bedroom,13
leaps,13
outside,13
home,13
smile,13
steps,13
inside,13
please,13
until,13
grabs,13
watches,13
sun,13
climbs,13
woman,12
floor,12
each,12
feel,12
coat,12
we're,12
jumps,12
free,12
close,12
nothing,12
terrace,12
rest,12
world,12
angle,12
stone,12
goes,12
tom,11
make,11
wolf,11
cottage,11
town,11
stairs,11
lands,11
arms,11
last,11
balcony,11
villeneuve,11
jar,11
arm,11
notices,11
pulls,11
crowd,11
boy,11
morning,11
horse,11
picks,10
two,10
glass,10
d'arque,10
gazes,10
holds,10
play,10
enchanted,10
dick,10
nods,10
course,10
magic,10
even,10
pere,10
lasses,10
robert,10
people,10
doors,10
first,10
you'll,10
sorry,10
cart,10
bed,10
large,10
behind,10
sits,10
same,9
making,9
try,9
kitchen,9
thing,9
going,9
later,9
man,9
stand,9
need,9
end,9
isn't,9
below,9
quickly,9
far,9
footman,9
places,9
hear,9
madame,9
seen,9
puts,9
ground,9
lights,9
snow,9
escape,9
tree,9
tight,9
monsieur,9
years,9
air,9
read,9
thought,9
those,9
daughter,9
set,9
figure,9
really,9
stanley,9
better,8
cup,8
means,8
papa,8
path,8
under,8
club,8
enters,8
above,8
lost,8
books,8
rushes,8
shoulder,8
dance,8
eye,8
remains,8
rise,8
give,8
bring,8
tears,8
watching,8
library,8
closes,8
surrounded,8
bonjour,8
wind,8
paw,8
late,8
headmaster,8
passes,8
hope,8
spins,8
perfect,8
petal,8
inn,8
lumiere,8
trolley,8
leaving,8
show,8
enough,8
front,8
alive,8
side,8
change,8
falls,8
stops,8
leap,8
ready,8
top,7
mademoiselle,7
tower,7
watch,7
starts,7
washer,7
enter,7
barely,7
done,7
grand,7
mama,7
remember,7
knock,7
work,7
eat,7
spell,7
against,7
cell,7
whispers,7
great,7
rage,7
heads,7
swings,7
de,7
follows,7
diva,7
harpsichord,7
massive,7
you've,7
everyone,7
marry,7
pistol,7
lifts,7
song,7
hops,7
return,7
heart,7
afraid,7
ice,7
bottom,7
catches,7
dust,7
kind,7
strong,7
deep,7
everything,7
break,7
box,7
plays,7
friend,7
hits,7
towards,7
herself,7
left,6
rope,6
walks,6
pain,6
start,6
part,6
finds,6
mind,6
highest,6
believe,6
stay,6
voice,6
walking,6
silence,6
moving,6
neck,6
gates,6
family,6
shape,6
new,6
didn't,6
races,6
wham,6
white,6
hidden,6
breaks,6
happened,6
wrong,6
alone,6
turrets,6
sure,6
looking,6
hurt,6
stares,6
second,6
pretty,6
closer,6
country,6
lies,6
they're,6
she'll,6
i'd,6
dress,6
follow,6
rides,6
prison,6
dawn,6
talking,6
blue,6
young,6
we'll,6
shadows,6
tonight,6
beneath,6
wall,6
walk,6
funny,6
rattle,6
windows,6
shadow,6
happy,6
barrel,6
hot,6
meet,6
hold,6
tale,6
potter,6
together,6
hears,6
true,6
appears,6
actually,6
wonder,6
laverie,6
filled,6
points,6
always,6
ask,6
run,6
care,6
shut,6
boys,6
kiss,6
corner,6
hello,6
several,6
high,6
sing,6
children,6
between,6
seeing,6
paris,6
legs,5
spiral,5
empty,5
gone,5
taking,5
roars,5
cut,5
won't,5
three,5
lot,5
quick,5
water,5
brings,5
miss,5
thick,5
lock,5
made,5
maid,5
met,5
trees,5
10,5
mask,5
forever,5
fingers,5
word,5
loud,5
seems,5
instead,5
forest,5
sweet,5
rises,5
crosses,5
valet,5
nasty,5
reaching,5
running,5
waves,5
maybe,5
furniture,5
servants,5
rack,5
keep,5
ah,5
fool,5
feather,5
french,5
become,5
edge,5
gaze,5
eerie,5
wardrobe,5
fabric,5
continues,5
sound,5
candles,5
tosses,5
strange,5
understand,5
slowly,5
wait,5
quietly,5
giving,5
pot,5
gives,5
standing,5
school,5
things,5
brush,5
warm,5
battering,5
put,5
chair,5
beat,5
square,5
trying,5
comes,5
talk,5
colonnade,5
waiting,5
alpha,5
fine,5
best,5
heard,5
revealing,5
pond,5
laughs,5
holding,5
ram,5
poof,5
embrace,5
melody,5
smashes,5
hooves,5
already,5
lightning,5
walkway,5
came,5
call,5
calm,5
view,5
bowl,5
causing,5
saw,5
gets,5
bad,5
majordomo,5
words,5
fishmonger,5
bit,5
beside,5
begin,5
candle,5
motions,5
descends,5
reacts,5
doing,5
idea,5
teeth,5
sunlight,5
safe,5
hair,5
gold,4
dismounts,4
others,4
laugh,4
hard,4
cheer,4
block,4
spots,4
women,4
upon,4
gown,4
pardon,4
wounded,4
dread,4
feathers,4
chest,4
lonely,4
low,4
east,4
someone,4
asylum,4
crack,4
whose,4
#1,4
die,4
hideous,4
final,4
ettes,4
being,4
curse,4
terrible,4
handsome,4
breath,4
napkin,4
men,4
exactly,4
danger,4
crash,4
boxes,4
singing,4
frozen,4
20,4
shelter,4
mid,4
fell,4
30,4
childhood,4
