thor,841
loki,259
hela,210
hulk,197
banner,156
up,150
cont'd,141
valkyrie,130
out,129
blue,129
05/20/16,127
draft,127
grandmaster,121
asgard,97
back,93
down,89
odin,89
i'm,85
ship,82
skurge,79
heimdall,74
see,71
one,70
looks,69
val,67
ext,66
you're,65
int,65
through,64
here,63
surtur,60
korg,58
continuous,56
now,56
know,50
don't,49
omitted,49
over,46
go,45
strange,43
turns,42
around,41
right,40
bridge,40
fire,40
face,40
away,36
day,36
time,36
look,35
need,35
two,34
butchers,34
going,33
actor,33
scrapper,33
sees,33
palace,33
hand,32
commodore,32
ark,32
more,32
same,30
sword,30
people,30
behind,30
throne,30
come,29
help,29
towards,29
ground,28
suddenly,26
mjolnir,26
yeah,25
eyes,25
place,25
way,24
hey,24
i've,24
stands,24
against,23
side,23
really,23
feet,22
still,22
asgardian,22
trying,22
city,22
well,21
s142,21
stop,21
bi,21
thunder,21
reveal,21
we're,21
wall,21
okay,21
beat,21
takes,21
frost,21
crowd,21
doing,21
above,20
topaz,20
head,20
oh,20
before,20
again,20
sakaarian,20
good,19
quinjet,19
hands,19
another,19
black,19
space,19
sakaar,19
i'll,19
fenris,19
big,19
man,18
arena,18
giant,18
looking,18
hammer,18
fight,18
even,18
father,18
hard,17
mountain,17
think,17
forward,17
himself,17
brother,17
take,17
find,17
something,17
refugees,17
sorry,17
little,17
onto,16
room,16
thing,16
being,16
stay,16
open,16
#142,16
below,16
never,16
massive,16
god,16
death,16
boom,16
bad,16
door,15
rainbow,15
holds,15
didn't,15
great,15
power,15
begins,15
want,15
home,15
can't,15
together,15
nothing,15
lightning,15
grabs,15
tell,14
end,14
steps,14
first,14
wormhole,14
notices,14
both,14
asgardians,14
guards,13
gone,13
miek,13
observatory,13
warsong,13
fob,13
lands,13
dragon,13
gonna,13
yes,13
obedience,13
thought,13
friend,13
hits,13
walks,12
floor,12
picks,12
make,12
voice,12
family,12
weapons,12
far,12
ships,12
approaches,12
portal,12
gives,12
alien,12
best,12
coming,12
runs,12
holding,12
always,12
gets,12
dead,12
begin,12
alive,12
everything,12
stops,12
once,12
goes,12
ragnarok,11
